alg_name,ins,ins_set,score
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290,MSE23-w,0.9021987162151126
ecdf-5,railway-transport-wg2,MSE23-w,0.6959804684645711
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N220,MSE23-w,0.895985557092289
ecdf-5,mpe-random-net-50-5_network-8.net,MSE23-w,0.9443894390051865
ecdf-5,spot5-1405.wcsp.dir,MSE23-w,0.9922005219906138
ecdf-5,staff-scheduling-instance8,MSE23-w,0.4013274624194792
ecdf-5,setcover-rail4284,MSE23-w,0.1970716762844118
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200,MSE23-w,0.9595603397673187
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,MSE23-w,0.0
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,MSE23-w,0.9124342728962066
ecdf-5,staff-scheduling-instance2,MSE23-w,0.9939244259621764
ecdf-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,0.9387755102040817
ecdf-5,causal-discovery-causal_Water_10_1000,MSE23-w,0.35495318318081764
ecdf-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_4,MSE23-w,0.9087541378018003
ecdf-5,MinimumWeightDominatingSetProblem-delaunay_n24,MSE23-w,0.8431895876961238
ecdf-5,staff-scheduling-instance9,MSE23-w,0.2078040436498425
ecdf-5,hs-timetabling-BrazilInstance7.xml,MSE23-w,0.941315151579445
ecdf-5,MaxSATQueriesinInterpretableClassifiers-credit_train_8_CNF_5_20,MSE23-w,0.9914815120559857
ecdf-5,MinimumWeightDominatingSetProblem-soc-livejournal-user-groups,MSE23-w,0.0
ecdf-5,relational-inference-pa-1,MSE23-w,0.8420953079235749
ecdf-5,spot5-1506.wcsp.log,MSE23-w,0.9999748969136559
ecdf-5,generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9995544732999277
ecdf-5,staff-scheduling-instance10,MSE23-w,0.44693567648074567
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200,MSE23-w,0.9657670258565606
ecdf-5,generalized-ising-IS16_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9999999999999609
ecdf-5,max-realizability-robot-navigation_10,MSE23-w,0.0
ecdf-5,abstraction-refinement-polysite-xalan,MSE23-w,0.9666613082917097
ecdf-5,hs-timetabling-BrazilInstance2.xml,MSE23-w,0.6112417485541164
ecdf-5,ramsey-ram_k4_n19.ra1,MSE23-w,0.8868646593994111
ecdf-5,railway-transport-f2030,MSE23-w,0.9382426303356004
ecdf-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.6_8,MSE23-w,0.8698752922304157
ecdf-5,generalized-ising-IS20_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9999999999999691
ecdf-5,abstraction-refinement-downcast-hsqldb,MSE23-w,0.999162336582214
ecdf-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_2,MSE23-w,1.0
ecdf-5,metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted,MSE23-w,0.8751127049255057
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,MSE23-w,0.0
ecdf-5,setcover-rail4872,MSE23-w,0.0
ecdf-5,abstraction-refinement-downcast-avrora,MSE23-w,0.9997495739221025
ecdf-5,generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9990122758924652
