alg_name,ins,ins_set,score
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290,MSE23-w,0.8958481658485509
ecdf-5,railway-transport-wg2,MSE23-w,0.9230531085852878
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N220,MSE23-w,0.8399492044830774
ecdf-5,mpe-random-net-50-5_network-8.net,MSE23-w,0.9995719575515221
ecdf-5,spot5-1405.wcsp.dir,MSE23-w,0.9993339592441648
ecdf-5,staff-scheduling-instance8,MSE23-w,0.9170608169322895
ecdf-5,setcover-rail4284,MSE23-w,0.0
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200,MSE23-w,0.970543300162421
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,MSE23-w,0.0
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,MSE23-w,0.9697578812126704
ecdf-5,staff-scheduling-instance2,MSE23-w,0.9965211908248788
ecdf-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,0.9545978257163135
ecdf-5,causal-discovery-causal_Water_10_1000,MSE23-w,1.0
ecdf-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_4,MSE23-w,0.9836688854860846
ecdf-5,MinimumWeightDominatingSetProblem-delaunay_n24,MSE23-w,0.9997359534071993
ecdf-5,staff-scheduling-instance9,MSE23-w,0.9234349545310593
ecdf-5,hs-timetabling-BrazilInstance7.xml,MSE23-w,0.1
ecdf-5,MaxSATQueriesinInterpretableClassifiers-credit_train_8_CNF_5_20,MSE23-w,0.980247605677851
ecdf-5,MinimumWeightDominatingSetProblem-soc-livejournal-user-groups,MSE23-w,0.0
ecdf-5,relational-inference-pa-1,MSE23-w,0.8588761005636953
ecdf-5,spot5-1506.wcsp.log,MSE23-w,0.9963888351535675
ecdf-5,generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9992304048113754
ecdf-5,staff-scheduling-instance10,MSE23-w,0.9511531477167587
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200,MSE23-w,0.998421789631535
ecdf-5,generalized-ising-IS16_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9998352225468856
ecdf-5,max-realizability-robot-navigation_10,MSE23-w,0.0
ecdf-5,abstraction-refinement-polysite-xalan,MSE23-w,0.9999381082435871
ecdf-5,hs-timetabling-BrazilInstance2.xml,MSE23-w,0.9016686880393598
ecdf-5,ramsey-ram_k4_n19.ra1,MSE23-w,0.749153259956026
ecdf-5,railway-transport-f2030,MSE23-w,0.9724030416842349
ecdf-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.6_8,MSE23-w,0.9966505185046891
ecdf-5,generalized-ising-IS20_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9977102176057308
ecdf-5,abstraction-refinement-downcast-hsqldb,MSE23-w,0.9995635900147342
ecdf-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_2,MSE23-w,1.0
ecdf-5,metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted,MSE23-w,0.8232445185804732
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,MSE23-w,0.0
ecdf-5,setcover-rail4872,MSE23-w,0.0
ecdf-5,abstraction-refinement-downcast-avrora,MSE23-w,0.9998307179738986
